Site,Cov,BLK,BLK_cont,Row,Col,fitness,TROR,TRCY,NO_GRASS,focal_sp,CEC,pH,NO3.N,mean_percent_open,precip,pet,water_in_out,PC1,PC2
GH,SUN,3,17,5,4,4,11,0,0,TROR,406.5,5.63,3.1,84.24,142.2,1964.6,0.072381146,-0.290174306,0.368208307
GH,SUN,3,17,5,5,30,0,5,1,TRCY,406.5,5.63,3.1,84.24,142.2,1964.6,0.072381146,-0.290174306,0.368208307
GH,SUN,3,17,5,6,36,0,12,9,TROR,406.5,5.63,3.1,84.24,142.2,1964.6,0.072381146,-0.290174306,0.368208307
GH,SUN,3,17,5,7,12,0,0,0,TROR,406.5,5.63,3.1,84.24,142.2,1964.6,0.072381146,-0.290174306,0.368208307
GH,SUN,3,17,5,8,4,3,0,0,TRCY,406.5,5.63,3.1,84.24,142.2,1964.6,0.072381146,-0.290174306,0.368208307
GH,SUN,3,17,5,9,16,0,0,0,TRCY,406.5,5.63,3.1,84.24,142.2,1964.6,0.072381146,-0.290174306,0.368208307
GH,SUN,3,17,5,10,4,0,0,0,TRCY,406.5,5.63,3.1,84.24,142.2,1964.6,0.072381146,-0.290174306,0.368208307
GH,SUN,3,17,6,1,5,0,22,0,TRCY,406.5,5.63,3.1,84.24,142.2,1964.6,0.072381146,-0.290174306,0.368208307
GH,SUN,3,17,6,2,4,0,8,0,TRCY,406.5,5.63,3.1,84.24,142.2,1964.6,0.072381146,-0.290174306,0.368208307
GH,SUN,3,17,6,4,4,0,5,0,TRCY,406.5,5.63,3.1,84.24,142.2,1964.6,0.072381146,-0.290174306,0.368208307
GH,SUN,3,17,6,5,22,3,0,3,TROR,406.5,5.63,3.1,84.24,142.2,1964.6,0.072381146,-0.290174306,0.368208307
GH,SUN,3,17,6,6,58,0,3,0,TRCY,406.5,5.63,3.1,84.24,142.2,1964.6,0.072381146,-0.290174306,0.368208307
GH,SUN,3,17,6,7,10,4,0,0,TROR,406.5,5.63,3.1,84.24,142.2,1964.6,0.072381146,-0.290174306,0.368208307
GH,SUN,3,17,6,9,6,0,0,0,TROR,406.5,5.63,3.1,84.24,142.2,1964.6,0.072381146,-0.290174306,0.368208307
GH,SUN,3,17,6,10,5,0,0,0,TRCY,406.5,5.63,3.1,84.24,142.2,1964.6,0.072381146,-0.290174306,0.368208307
GH,SUN,3,17,7,1,10,0,0,0,TRCY,406.5,5.63,3.1,84.24,142.2,1964.6,0.072381146,-0.290174306,0.368208307
GH,SUN,3,17,7,2,7,7,0,0,TROR,406.5,5.63,3.1,84.24,142.2,1964.6,0.072381146,-0.290174306,0.368208307
GH,SUN,3,17,7,3,10,0,0,1,TRCY,406.5,5.63,3.1,84.24,142.2,1964.6,0.072381146,-0.290174306,0.368208307
GH,SUN,3,17,7,4,4,0,0,0,TROR,406.5,5.63,3.1,84.24,142.2,1964.6,0.072381146,-0.290174306,0.368208307
GH,SUN,3,17,7,5,10,0,0,0,TRCY,406.5,5.63,3.1,84.24,142.2,1964.6,0.072381146,-0.290174306,0.368208307
GH,SUN,3,17,7,6,8,2,0,1,TRCY,406.5,5.63,3.1,84.24,142.2,1964.6,0.072381146,-0.290174306,0.368208307
GH,SUN,3,17,7,8,22,0,0,0,TRCY,406.5,5.63,3.1,84.24,142.2,1964.6,0.072381146,-0.290174306,0.368208307
GH,SUN,3,17,7,9,6,0,0,0,TROR,406.5,5.63,3.1,84.24,142.2,1964.6,0.072381146,-0.290174306,0.368208307
GH,SUN,3,17,8,1,6,8,0,0,TROR,406.5,5.63,3.1,84.24,142.2,1964.6,0.072381146,-0.290174306,0.368208307
GH,SUN,3,17,8,2,11,7,2,2,TRCY,406.5,5.63,3.1,84.24,142.2,1964.6,0.072381146,-0.290174306,0.368208307
GH,SUN,3,17,8,4,3,0,0,0,TRCY,406.5,5.63,3.1,84.24,142.2,1964.6,0.072381146,-0.290174306,0.368208307
GH,SUN,3,17,8,7,18,0,1,0,TRCY,406.5,5.63,3.1,84.24,142.2,1964.6,0.072381146,-0.290174306,0.368208307
GH,SUN,3,17,8,8,3,0,3,0,TRCY,406.5,5.63,3.1,84.24,142.2,1964.6,0.072381146,-0.290174306,0.368208307
GH,SUN,3,17,8,9,4,0,1,0,TRCY,406.5,5.63,3.1,84.24,142.2,1964.6,0.072381146,-0.290174306,0.368208307
GH,SUN,1,18,1,1,5,0,18,1,TRCY,566,5.66,3.8,71.5,142.2,1964.6,0.072381146,0.134756936,0.101351468
GH,SUN,1,18,1,2,20,0,0,0,TRCY,566,5.66,3.8,71.5,142.2,1964.6,0.072381146,0.134756936,0.101351468
GH,SUN,1,18,1,3,11,0,12,0,TROR,566,5.66,3.8,71.5,142.2,1964.6,0.072381146,0.134756936,0.101351468
GH,SUN,1,18,1,4,21,17,0,0,TRCY,566,5.66,3.8,71.5,142.2,1964.6,0.072381146,0.134756936,0.101351468
GH,SUN,1,18,1,5,7,0,0,0,TRCY,566,5.66,3.8,71.5,142.2,1964.6,0.072381146,0.134756936,0.101351468
GH,SUN,1,18,1,8,11,3,0,0,TRCY,566,5.66,3.8,71.5,142.2,1964.6,0.072381146,0.134756936,0.101351468
GH,SUN,1,18,1,10,25,0,20,0,TROR,566,5.66,3.8,71.5,142.2,1964.6,0.072381146,0.134756936,0.101351468
GH,SUN,1,18,2,1,7,14,0,0,TROR,566,5.66,3.8,71.5,142.2,1964.6,0.072381146,0.134756936,0.101351468
GH,SUN,1,18,2,3,4,10,0,0,TROR,566,5.66,3.8,71.5,142.2,1964.6,0.072381146,0.134756936,0.101351468
GH,SUN,1,18,2,4,12,0,0,0,TROR,566,5.66,3.8,71.5,142.2,1964.6,0.072381146,0.134756936,0.101351468
GH,SUN,1,18,2,5,8,0,0,0,TROR,566,5.66,3.8,71.5,142.2,1964.6,0.072381146,0.134756936,0.101351468
GH,SUN,1,18,2,6,5,0,10,0,TROR,566,5.66,3.8,71.5,142.2,1964.6,0.072381146,0.134756936,0.101351468
GH,SUN,1,18,3,1,13,0,3,1,TROR,566,5.66,3.8,71.5,142.2,1964.6,0.072381146,0.134756936,0.101351468
GH,SUN,1,18,3,2,10,0,0,0,TROR,566,5.66,3.8,71.5,142.2,1964.6,0.072381146,0.134756936,0.101351468
GH,SUN,1,18,3,3,17,0,0,0,TROR,566,5.66,3.8,71.5,142.2,1964.6,0.072381146,0.134756936,0.101351468
GH,SUN,1,18,3,4,9,0,6,0,TROR,566,5.66,3.8,71.5,142.2,1964.6,0.072381146,0.134756936,0.101351468
GH,SUN,1,18,3,6,29,0,2,0,TRCY,566,5.66,3.8,71.5,142.2,1964.6,0.072381146,0.134756936,0.101351468
GH,SUN,1,18,3,7,0,15,0,0,TRCY,566,5.66,3.8,71.5,142.2,1964.6,0.072381146,0.134756936,0.101351468
GH,SUN,1,18,3,8,8,9,0,0,TRCY,566,5.66,3.8,71.5,142.2,1964.6,0.072381146,0.134756936,0.101351468
GH,SUN,1,18,3,9,9,9,0,0,TRCY,566,5.66,3.8,71.5,142.2,1964.6,0.072381146,0.134756936,0.101351468
GH,SUN,1,18,4,2,5,2,0,0,TROR,566,5.66,3.8,71.5,142.2,1964.6,0.072381146,0.134756936,0.101351468
GH,SUN,1,18,4,3,4,0,1,0,TRCY,566,5.66,3.8,71.5,142.2,1964.6,0.072381146,0.134756936,0.101351468
GH,SUN,1,18,4,6,17,4,0,0,TRCY,566,5.66,3.8,71.5,142.2,1964.6,0.072381146,0.134756936,0.101351468
GH,SUN,1,18,4,7,8,0,16,0,TRCY,566,5.66,3.8,71.5,142.2,1964.6,0.072381146,0.134756936,0.101351468
GH,SUN,1,18,4,8,11,0,0,1,TRCY,566,5.66,3.8,71.5,142.2,1964.6,0.072381146,0.134756936,0.101351468
GH,SUN,1,18,5,5,6,0,8,0,TROR,566,5.66,3.8,71.5,142.2,1964.6,0.072381146,0.134756936,0.101351468
GH,SUN,1,18,5,7,32,0,0,0,TROR,566,5.66,3.8,71.5,142.2,1964.6,0.072381146,0.134756936,0.101351468
GH,SUN,1,18,6,7,9,13,0,0,TRCY,566,5.66,3.8,71.5,142.2,1964.6,0.072381146,0.134756936,0.101351468
GH,SUN,1,18,6,8,6,0,16,0,TROR,566,5.66,3.8,71.5,142.2,1964.6,0.072381146,0.134756936,0.101351468
GH,SUN,1,18,6,9,7,0,4,0,TROR,566,5.66,3.8,71.5,142.2,1964.6,0.072381146,0.134756936,0.101351468
GH,SUN,1,18,6,10,4,0,0,0,TRCY,566,5.66,3.8,71.5,142.2,1964.6,0.072381146,0.134756936,0.101351468
GH,SUN,1,18,7,2,4,0,0,0,TRCY,566,5.66,3.8,71.5,142.2,1964.6,0.072381146,0.134756936,0.101351468
GH,SUN,1,18,7,3,8,0,19,0,TROR,566,5.66,3.8,71.5,142.2,1964.6,0.072381146,0.134756936,0.101351468
GH,SUN,1,18,7,4,4,0,8,1,TROR,566,5.66,3.8,71.5,142.2,1964.6,0.072381146,0.134756936,0.101351468
GH,SUN,1,18,7,6,8,0,7,0,TROR,566,5.66,3.8,71.5,142.2,1964.6,0.072381146,0.134756936,0.101351468
GH,SUN,1,18,7,7,25,9,0,0,TRCY,566,5.66,3.8,71.5,142.2,1964.6,0.072381146,0.134756936,0.101351468
GH,SUN,1,18,7,8,4,2,22,0,TROR,566,5.66,3.8,71.5,142.2,1964.6,0.072381146,0.134756936,0.101351468
GH,SUN,1,18,7,9,4,8,0,0,TROR,566,5.66,3.8,71.5,142.2,1964.6,0.072381146,0.134756936,0.101351468
GH,SUN,1,18,7,10,9,4,0,0,TROR,566,5.66,3.8,71.5,142.2,1964.6,0.072381146,0.134756936,0.101351468
GH,SUN,1,18,8,3,9,1,0,0,TRCY,566,5.66,3.8,71.5,142.2,1964.6,0.072381146,0.134756936,0.101351468
GH,SUN,1,18,8,4,6,0,12,0,TRCY,566,5.66,3.8,71.5,142.2,1964.6,0.072381146,0.134756936,0.101351468
GH,SUN,1,18,8,6,11,0,0,0,TRCY,566,5.66,3.8,71.5,142.2,1964.6,0.072381146,0.134756936,0.101351468
GH,SUN,1,18,8,7,32,0,0,0,TRCY,566,5.66,3.8,71.5,142.2,1964.6,0.072381146,0.134756936,0.101351468
GH,SUN,1,18,8,9,34,0,9,1,TROR,566,5.66,3.8,71.5,142.2,1964.6,0.072381146,0.134756936,0.101351468
GH,SUN,1,18,8,10,36,0,0,0,TROR,566,5.66,3.8,71.5,142.2,1964.6,0.072381146,0.134756936,0.101351468
NAM,SH,1,19,3,3,1,0,0,0,TROR,1082.6,6.52,10.3,68.38,120.1,1974.1,0.06083785,0.566304361,-1.142724763
NAM,SH,1,19,3,10,2,0,0,0,TROR,1082.6,6.52,10.3,68.38,120.1,1974.1,0.06083785,0.566304361,-1.142724763
NAM,SH,1,19,4,1,1,0,0,0,TRCY,1082.6,6.52,10.3,68.38,120.1,1974.1,0.06083785,0.566304361,-1.142724763
NAM,SH,1,19,4,2,1,0,2,0,TRCY,1082.6,6.52,10.3,68.38,120.1,1974.1,0.06083785,0.566304361,-1.142724763
NAM,SH,1,19,5,1,8,0,0,0,TROR,1082.6,6.52,10.3,68.38,120.1,1974.1,0.06083785,0.566304361,-1.142724763
NAM,SH,1,19,5,2,4,0,0,0,TRCY,1082.6,6.52,10.3,68.38,120.1,1974.1,0.06083785,0.566304361,-1.142724763
NAM,SH,1,19,5,5,1,0,0,0,TRCY,1082.6,6.52,10.3,68.38,120.1,1974.1,0.06083785,0.566304361,-1.142724763
NAM,SH,1,19,6,1,2,2,0,0,TROR,1082.6,6.52,10.3,68.38,120.1,1974.1,0.06083785,0.566304361,-1.142724763
NAM,SH,1,19,6,3,4,0,0,0,TRCY,1082.6,6.52,10.3,68.38,120.1,1974.1,0.06083785,0.566304361,-1.142724763
NAM,SH,1,19,6,4,2,0,0,0,TRCY,1082.6,6.52,10.3,68.38,120.1,1974.1,0.06083785,0.566304361,-1.142724763
NAM,SH,1,19,6,7,1,0,0,0,TRCY,1082.6,6.52,10.3,68.38,120.1,1974.1,0.06083785,0.566304361,-1.142724763
NAM,SH,1,19,7,1,12,0,0,0,TRCY,1082.6,6.52,10.3,68.38,120.1,1974.1,0.06083785,0.566304361,-1.142724763
NAM,SH,1,19,7,5,2,0,0,0,TRCY,1082.6,6.52,10.3,68.38,120.1,1974.1,0.06083785,0.566304361,-1.142724763
NAM,SH,1,19,8,1,3,0,2,0,TRCY,1082.6,6.52,10.3,68.38,120.1,1974.1,0.06083785,0.566304361,-1.142724763
NAM,SH,1,19,8,7,4,0,0,0,TRCY,1082.6,6.52,10.3,68.38,120.1,1974.1,0.06083785,0.566304361,-1.142724763
NAM,SH,2,20,1,4,2,0,0,0,TROR,867.8,6.23,4,66.56,120.1,1974.1,0.06083785,0.317979689,-0.745113553
NAM,SH,2,20,1,6,2,0,0,0,TRCY,867.8,6.23,4,66.56,120.1,1974.1,0.06083785,0.317979689,-0.745113553
NAM,SH,2,20,1,7,6,0,0,0,TROR,867.8,6.23,4,66.56,120.1,1974.1,0.06083785,0.317979689,-0.745113553
NAM,SH,2,20,1,8,10,0,0,0,TRCY,867.8,6.23,4,66.56,120.1,1974.1,0.06083785,0.317979689,-0.745113553
NAM,SH,2,20,1,9,15,0,0,0,TRCY,867.8,6.23,4,66.56,120.1,1974.1,0.06083785,0.317979689,-0.745113553
NAM,SH,2,20,2,4,4,0,0,0,TRCY,867.8,6.23,4,66.56,120.1,1974.1,0.06083785,0.317979689,-0.745113553
NAM,SH,2,20,2,5,2,0,0,0,TROR,867.8,6.23,4,66.56,120.1,1974.1,0.06083785,0.317979689,-0.745113553
NAM,SH,2,20,2,6,6,0,0,0,TROR,867.8,6.23,4,66.56,120.1,1974.1,0.06083785,0.317979689,-0.745113553
NAM,SH,2,20,2,7,8,0,0,0,TROR,867.8,6.23,4,66.56,120.1,1974.1,0.06083785,0.317979689,-0.745113553
NAM,SH,2,20,2,10,6,0,0,0,TRCY,867.8,6.23,4,66.56,120.1,1974.1,0.06083785,0.317979689,-0.745113553
NAM,SH,2,20,3,2,2,0,0,0,TROR,867.8,6.23,4,66.56,120.1,1974.1,0.06083785,0.317979689,-0.745113553
NAM,SH,2,20,3,3,4,0,0,0,TRCY,867.8,6.23,4,66.56,120.1,1974.1,0.06083785,0.317979689,-0.745113553
NAM,SH,2,20,3,5,3,0,0,0,TROR,867.8,6.23,4,66.56,120.1,1974.1,0.06083785,0.317979689,-0.745113553
NAM,SH,2,20,3,6,2,0,0,0,TRCY,867.8,6.23,4,66.56,120.1,1974.1,0.06083785,0.317979689,-0.745113553
NAM,SH,2,20,3,7,2,0,0,0,TRCY,867.8,6.23,4,66.56,120.1,1974.1,0.06083785,0.317979689,-0.745113553
NAM,SH,2,20,3,8,4,0,0,0,TRCY,867.8,6.23,4,66.56,120.1,1974.1,0.06083785,0.317979689,-0.745113553
NAM,SH,2,20,3,9,3,0,0,0,TRCY,867.8,6.23,4,66.56,120.1,1974.1,0.06083785,0.317979689,-0.745113553
NAM,SH,2,20,4,3,6,0,0,0,TROR,867.8,6.23,4,66.56,120.1,1974.1,0.06083785,0.317979689,-0.745113553
NAM,SH,2,20,4,7,5,0,0,0,TROR,867.8,6.23,4,66.56,120.1,1974.1,0.06083785,0.317979689,-0.745113553
NAM,SH,2,20,4,9,4,0,0,0,TRCY,867.8,6.23,4,66.56,120.1,1974.1,0.06083785,0.317979689,-0.745113553
NAM,SH,2,20,5,1,1,0,0,0,TRCY,867.8,6.23,4,66.56,120.1,1974.1,0.06083785,0.317979689,-0.745113553
NAM,SH,2,20,5,2,1,0,0,0,TROR,867.8,6.23,4,66.56,120.1,1974.1,0.06083785,0.317979689,-0.745113553
NAM,SH,2,20,5,3,4,0,0,0,TRCY,867.8,6.23,4,66.56,120.1,1974.1,0.06083785,0.317979689,-0.745113553
NAM,SH,2,20,5,4,2,0,0,0,TROR,867.8,6.23,4,66.56,120.1,1974.1,0.06083785,0.317979689,-0.745113553
NAM,SH,2,20,5,6,3,0,0,0,TRCY,867.8,6.23,4,66.56,120.1,1974.1,0.06083785,0.317979689,-0.745113553
NAM,SH,2,20,5,9,2,0,0,0,TROR,867.8,6.23,4,66.56,120.1,1974.1,0.06083785,0.317979689,-0.745113553
NAM,SH,2,20,5,10,4,0,0,0,TROR,867.8,6.23,4,66.56,120.1,1974.1,0.06083785,0.317979689,-0.745113553
NAM,SH,2,20,6,1,4,0,0,0,TRCY,867.8,6.23,4,66.56,120.1,1974.1,0.06083785,0.317979689,-0.745113553
NAM,SH,2,20,6,2,3,0,0,0,TRCY,867.8,6.23,4,66.56,120.1,1974.1,0.06083785,0.317979689,-0.745113553
NAM,SH,2,20,6,3,6,0,0,0,TRCY,867.8,6.23,4,66.56,120.1,1974.1,0.06083785,0.317979689,-0.745113553
NAM,SH,2,20,6,4,6,0,0,0,TROR,867.8,6.23,4,66.56,120.1,1974.1,0.06083785,0.317979689,-0.745113553
NAM,SH,2,20,6,7,7,0,0,0,TROR,867.8,6.23,4,66.56,120.1,1974.1,0.06083785,0.317979689,-0.745113553
NAM,SH,2,20,6,8,6,0,2,0,TRCY,867.8,6.23,4,66.56,120.1,1974.1,0.06083785,0.317979689,-0.745113553
NAM,SH,2,20,6,9,4,0,3,0,TRCY,867.8,6.23,4,66.56,120.1,1974.1,0.06083785,0.317979689,-0.745113553
NAM,SH,2,20,6,10,4,0,0,0,TRCY,867.8,6.23,4,66.56,120.1,1974.1,0.06083785,0.317979689,-0.745113553
NAM,SH,2,20,7,2,1,0,0,0,TROR,867.8,6.23,4,66.56,120.1,1974.1,0.06083785,0.317979689,-0.745113553
NAM,SH,2,20,7,3,3,0,0,0,TROR,867.8,6.23,4,66.56,120.1,1974.1,0.06083785,0.317979689,-0.745113553
NAM,SH,2,20,7,5,3,0,0,0,TRCY,867.8,6.23,4,66.56,120.1,1974.1,0.06083785,0.317979689,-0.745113553
NAM,SH,2,20,7,8,3,0,0,0,TRCY,867.8,6.23,4,66.56,120.1,1974.1,0.06083785,0.317979689,-0.745113553
NAM,SH,2,20,7,9,4,0,0,0,TROR,867.8,6.23,4,66.56,120.1,1974.1,0.06083785,0.317979689,-0.745113553
NAM,SH,2,20,7,10,3,0,0,0,TROR,867.8,6.23,4,66.56,120.1,1974.1,0.06083785,0.317979689,-0.745113553
NAM,SH,2,20,8,6,3,0,0,0,TRCY,867.8,6.23,4,66.56,120.1,1974.1,0.06083785,0.317979689,-0.745113553
NAM,SH,2,20,8,8,4,0,2,0,TRCY,867.8,6.23,4,66.56,120.1,1974.1,0.06083785,0.317979689,-0.745113553
NAM,SH,2,20,8,9,4,0,0,0,TRCY,867.8,6.23,4,66.56,120.1,1974.1,0.06083785,0.317979689,-0.745113553
NAM,SH,3,21,1,1,6,0,0,0,TROR,601.3,5.85,2.3,66.56,120.1,1974.1,0.06083785,0.040690298,-0.098382076
NAM,SH,3,21,1,2,19,0,0,0,TROR,601.3,5.85,2.3,66.56,120.1,1974.1,0.06083785,0.040690298,-0.098382076
NAM,SH,3,21,1,4,34,0,0,0,TRCY,601.3,5.85,2.3,66.56,120.1,1974.1,0.06083785,0.040690298,-0.098382076
NAM,SH,3,21,1,5,5,0,2,0,TRCY,601.3,5.85,2.3,66.56,120.1,1974.1,0.06083785,0.040690298,-0.098382076
NAM,SH,3,21,1,6,5,0,0,0,TROR,601.3,5.85,2.3,66.56,120.1,1974.1,0.06083785,0.040690298,-0.098382076
NAM,SH,3,21,1,7,8,0,0,0,TRCY,601.3,5.85,2.3,66.56,120.1,1974.1,0.06083785,0.040690298,-0.098382076
NAM,SH,3,21,1,8,4,0,0,0,TRCY,601.3,5.85,2.3,66.56,120.1,1974.1,0.06083785,0.040690298,-0.098382076
NAM,SH,3,21,1,9,11,0,0,0,TRCY,601.3,5.85,2.3,66.56,120.1,1974.1,0.06083785,0.040690298,-0.098382076
NAM,SH,3,21,1,10,92,0,0,0,TRCY,601.3,5.85,2.3,66.56,120.1,1974.1,0.06083785,0.040690298,-0.098382076
NAM,SH,3,21,2,1,3,0,2,0,TRCY,601.3,5.85,2.3,66.56,120.1,1974.1,0.06083785,0.040690298,-0.098382076
NAM,SH,3,21,2,2,4,0,0,0,TROR,601.3,5.85,2.3,66.56,120.1,1974.1,0.06083785,0.040690298,-0.098382076
NAM,SH,3,21,2,3,2,0,0,0,TROR,601.3,5.85,2.3,66.56,120.1,1974.1,0.06083785,0.040690298,-0.098382076
NAM,SH,3,21,2,5,4,0,0,0,TROR,601.3,5.85,2.3,66.56,120.1,1974.1,0.06083785,0.040690298,-0.098382076
NAM,SH,3,21,2,6,3,0,0,0,TRCY,601.3,5.85,2.3,66.56,120.1,1974.1,0.06083785,0.040690298,-0.098382076
NAM,SH,3,21,2,9,6,0,0,0,TRCY,601.3,5.85,2.3,66.56,120.1,1974.1,0.06083785,0.040690298,-0.098382076
NAM,SH,3,21,2,10,6,0,0,0,TROR,601.3,5.85,2.3,66.56,120.1,1974.1,0.06083785,0.040690298,-0.098382076
NAM,SH,3,21,3,1,8,0,2,0,TRCY,601.3,5.85,2.3,66.56,120.1,1974.1,0.06083785,0.040690298,-0.098382076
NAM,SH,3,21,3,2,4,0,0,0,TROR,601.3,5.85,2.3,66.56,120.1,1974.1,0.06083785,0.040690298,-0.098382076
NAM,SH,3,21,3,3,10,0,2,0,TRCY,601.3,5.85,2.3,66.56,120.1,1974.1,0.06083785,0.040690298,-0.098382076
NAM,SH,3,21,3,4,4,0,0,0,TROR,601.3,5.85,2.3,66.56,120.1,1974.1,0.06083785,0.040690298,-0.098382076
NAM,SH,3,21,3,5,6,0,0,0,TRCY,601.3,5.85,2.3,66.56,120.1,1974.1,0.06083785,0.040690298,-0.098382076
NAM,SH,3,21,3,6,6,0,0,0,TROR,601.3,5.85,2.3,66.56,120.1,1974.1,0.06083785,0.040690298,-0.098382076
NAM,SH,3,21,3,7,4,0,0,0,TRCY,601.3,5.85,2.3,66.56,120.1,1974.1,0.06083785,0.040690298,-0.098382076
NAM,SH,3,21,3,8,3,0,0,0,TROR,601.3,5.85,2.3,66.56,120.1,1974.1,0.06083785,0.040690298,-0.098382076
NAM,SH,3,21,3,9,10,0,0,0,TRCY,601.3,5.85,2.3,66.56,120.1,1974.1,0.06083785,0.040690298,-0.098382076
NAM,SH,3,21,4,1,5,0,0,0,TROR,601.3,5.85,2.3,66.56,120.1,1974.1,0.06083785,0.040690298,-0.098382076
NAM,SH,3,21,4,2,19,0,0,0,TRCY,601.3,5.85,2.3,66.56,120.1,1974.1,0.06083785,0.040690298,-0.098382076
NAM,SH,3,21,4,3,31,0,0,0,TRCY,601.3,5.85,2.3,66.56,120.1,1974.1,0.06083785,0.040690298,-0.098382076
NAM,SH,3,21,4,4,7,0,2,0,TRCY,601.3,5.85,2.3,66.56,120.1,1974.1,0.06083785,0.040690298,-0.098382076
NAM,SH,3,21,4,5,8,0,0,0,TRCY,601.3,5.85,2.3,66.56,120.1,1974.1,0.06083785,0.040690298,-0.098382076
NAM,SH,3,21,4,6,2,0,0,0,TROR,601.3,5.85,2.3,66.56,120.1,1974.1,0.06083785,0.040690298,-0.098382076
NAM,SH,3,21,4,7,4,0,0,0,TROR,601.3,5.85,2.3,66.56,120.1,1974.1,0.06083785,0.040690298,-0.098382076
NAM,SH,3,21,4,8,38,0,0,0,TROR,601.3,5.85,2.3,66.56,120.1,1974.1,0.06083785,0.040690298,-0.098382076
NAM,SH,3,21,4,10,8,0,0,0,TRCY,601.3,5.85,2.3,66.56,120.1,1974.1,0.06083785,0.040690298,-0.098382076
NAM,SH,3,21,5,1,13,0,0,0,TRCY,601.3,5.85,2.3,66.56,120.1,1974.1,0.06083785,0.040690298,-0.098382076
NAM,SH,3,21,5,2,4,0,0,0,TROR,601.3,5.85,2.3,66.56,120.1,1974.1,0.06083785,0.040690298,-0.098382076
NAM,SH,3,21,5,3,8,7,0,0,TROR,601.3,5.85,2.3,66.56,120.1,1974.1,0.06083785,0.040690298,-0.098382076
NAM,SH,3,21,5,4,4,2,0,0,TROR,601.3,5.85,2.3,66.56,120.1,1974.1,0.06083785,0.040690298,-0.098382076
NAM,SH,3,21,5,5,40,0,0,0,TRCY,601.3,5.85,2.3,66.56,120.1,1974.1,0.06083785,0.040690298,-0.098382076
NAM,SH,3,21,5,6,4,0,0,0,TROR,601.3,5.85,2.3,66.56,120.1,1974.1,0.06083785,0.040690298,-0.098382076
NAM,SH,3,21,5,8,6,0,0,0,TROR,601.3,5.85,2.3,66.56,120.1,1974.1,0.06083785,0.040690298,-0.098382076
NAM,SH,3,21,5,9,5,0,0,0,TRCY,601.3,5.85,2.3,66.56,120.1,1974.1,0.06083785,0.040690298,-0.098382076
NAM,SH,3,21,5,10,8,0,0,0,TRCY,601.3,5.85,2.3,66.56,120.1,1974.1,0.06083785,0.040690298,-0.098382076
NAM,SH,3,21,6,1,8,2,0,0,TROR,601.3,5.85,2.3,66.56,120.1,1974.1,0.06083785,0.040690298,-0.098382076
NAM,SH,3,21,6,2,6,2,0,0,TROR,601.3,5.85,2.3,66.56,120.1,1974.1,0.06083785,0.040690298,-0.098382076
NAM,SH,3,21,6,3,6,0,0,0,TRCY,601.3,5.85,2.3,66.56,120.1,1974.1,0.06083785,0.040690298,-0.098382076
NAM,SH,3,21,6,4,34,0,0,0,TRCY,601.3,5.85,2.3,66.56,120.1,1974.1,0.06083785,0.040690298,-0.098382076
NAM,SH,3,21,6,5,22,0,0,0,TRCY,601.3,5.85,2.3,66.56,120.1,1974.1,0.06083785,0.040690298,-0.098382076
NAM,SH,3,21,6,6,21,0,0,0,TROR,601.3,5.85,2.3,66.56,120.1,1974.1,0.06083785,0.040690298,-0.098382076
NAM,SH,3,21,6,7,10,0,0,0,TRCY,601.3,5.85,2.3,66.56,120.1,1974.1,0.06083785,0.040690298,-0.098382076
NAM,SH,3,21,6,8,4,0,0,0,TRCY,601.3,5.85,2.3,66.56,120.1,1974.1,0.06083785,0.040690298,-0.098382076
NAM,SH,3,21,6,9,13,0,0,0,TRCY,601.3,5.85,2.3,66.56,120.1,1974.1,0.06083785,0.040690298,-0.098382076
NAM,SH,3,21,7,2,4,0,0,0,TROR,601.3,5.85,2.3,66.56,120.1,1974.1,0.06083785,0.040690298,-0.098382076
NAM,SH,3,21,7,3,6,0,0,0,TROR,601.3,5.85,2.3,66.56,120.1,1974.1,0.06083785,0.040690298,-0.098382076
NAM,SH,3,21,7,4,11,0,0,0,TROR,601.3,5.85,2.3,66.56,120.1,1974.1,0.06083785,0.040690298,-0.098382076
NAM,SH,3,21,7,5,30,0,0,0,TROR,601.3,5.85,2.3,66.56,120.1,1974.1,0.06083785,0.040690298,-0.098382076
NAM,SH,3,21,7,7,33,0,0,0,TRCY,601.3,5.85,2.3,66.56,120.1,1974.1,0.06083785,0.040690298,-0.098382076
NAM,SH,3,21,7,8,8,0,0,0,TROR,601.3,5.85,2.3,66.56,120.1,1974.1,0.06083785,0.040690298,-0.098382076
NAM,SH,3,21,7,9,7,0,0,0,TRCY,601.3,5.85,2.3,66.56,120.1,1974.1,0.06083785,0.040690298,-0.098382076
NAM,SH,3,21,7,10,6,0,0,0,TROR,601.3,5.85,2.3,66.56,120.1,1974.1,0.06083785,0.040690298,-0.098382076
NAM,SH,3,21,8,1,13,0,0,0,TRCY,601.3,5.85,2.3,66.56,120.1,1974.1,0.06083785,0.040690298,-0.098382076
NAM,SH,3,21,8,3,13,0,0,0,TROR,601.3,5.85,2.3,66.56,120.1,1974.1,0.06083785,0.040690298,-0.098382076
NAM,SH,3,21,8,4,5,0,2,0,TRCY,601.3,5.85,2.3,66.56,120.1,1974.1,0.06083785,0.040690298,-0.098382076
NAM,SH,3,21,8,5,6,0,2,0,TRCY,601.3,5.85,2.3,66.56,120.1,1974.1,0.06083785,0.040690298,-0.098382076
