"focsp","Site","Cov","fac_sc","lambda_med","lambda_lwr","lambda_upr"
"TRCY","GH","Sun",8,56.2328863310035,9.34269706290774,350.001720935539
"TRCY","GH","Sun",9,69.2523228951028,9.40394669035446,531.579296786123
"TRCY","GH","Sun",10,85.2710594751077,9.17143366112434,801.08080402676
"TRCY","GH","Sun",17,352.309347967541,8.62656318907927,14890.534488701
"TRCY","NAM","Shade",0,6.19737444836607,2.98043159593102,13.8536626140971
"TRCY","NAM","Shade",1,8.57899691025616,4.11074876353918,19.5743285567833
"TRCY","NAM","Shade",2,11.9914448227488,5.36181767575879,29.1441217760519
"TRCY","NAM","Shade",2.5,14.186317864982,5.98052433561477,36.1664625600332
"TRCY","NAM","Shade",3,16.7309982919973,6.59844499453934,44.7785652539901
"TRCY","NAM","Shade",4,23.3138804958888,7.92607808070307,69.9691175318059
"TRCY","NAM","Shade",4.5,27.4475642902759,8.58735632803779,88.2008930445043
"TRCY","NAM","Shade",5,32.3759714124275,9.34034724244536,111.236411835625
"TRCY","NAM","Shade",6,45.3229719438408,10.9071511203092,183.132146138487
"TRCY","NAM","Shade",7,63.5192349713531,12.7249048442282,304.226125747069
"TRCY","NAM","Shade",7.11764705882353,66.0535360039461,12.8793393980182,323.786092854993
"TRCY","NAM","Shade",8,88.3580685455791,14.7048403089984,512.301168667776
"TRCY","NAM","Shade",9,122.824667432734,16.8451683140757,862.403815153674
"TRCY","NAM","Shade",10,171.664609250191,19.2501165224908,1453.9509590985
"TRCY","NAM","Shade",17,1740.72480538834,45.9242531528434,61523.7321615061
"TRCY","NAM","Sun",0,12.6931237651526,6.1503188443359,28.5709921394229
"TRCY","NAM","Sun",1,14.6061257014903,7.13046823676604,32.8981418621123
"TRCY","NAM","Sun",2,16.8129206302493,8.02398109439687,38.2416574813067
"TRCY","NAM","Sun",2.5,18.0710691429884,8.42341880606984,41.5022142031952
"TRCY","NAM","Sun",3,19.441347960982,8.7340193159998,45.5163487915809
"TRCY","NAM","Sun",4,22.4311518707657,9.49911835106141,55.0410727703155
"TRCY","NAM","Sun",4.5,24.1079014694753,9.87312481249656,61.1439697278187
"TRCY","NAM","Sun",5,25.9104562798321,10.2739372858118,67.7063588193044
"TRCY","NAM","Sun",6,29.8399955077754,10.809509924638,83.6558495131454
"TRCY","NAM","Sun",7,34.3297463358982,11.3861909899373,104.41106189628
"TRCY","NAM","Sun",7.11764705882353,34.9193006948359,11.4001519178667,107.167661269916
"TRCY","NAM","Sun",8,39.6274837388327,11.7545102613352,131.190646617504
"TRCY","NAM","Sun",9,45.7434820278873,12.1836155644816,167.947250919462
"TRCY","NAM","Sun",10,52.5876420218013,12.4991283242467,214.485051708697
"TRCY","NAM","Sun",17,141.464999758449,14.5972093858846,1250.67502965665
"TRCY","PJ","Shade",0,10.3176717316308,4.72396107294154,22.5315186488729
"TRCY","PJ","Shade",1,11.3217735245928,5.19975852038965,24.8047717027532
"TRCY","PJ","Shade",2,12.4318629697386,5.44541651108506,28.0972591759201
"TRCY","PJ","Shade",2.5,13.013796946092,5.61412303069666,30.415311803786
"TRCY","PJ","Shade",3,13.6419376317797,5.70111440130076,33.024653236327
"TRCY","PJ","Shade",4,14.9965322539097,5.82238564752252,38.9200926493495
"TRCY","PJ","Shade",4.5,15.7419817914562,5.76412009112542,42.6699523938795
"TRCY","PJ","Shade",5,16.4445468749954,5.73638289390681,46.7333667553949
"TRCY","PJ","Shade",6,18.124559668607,5.56502965883844,57.2462141308348
"TRCY","PJ","Shade",7,19.9760436634937,5.34528444588334,70.2532003107278
"TRCY","PJ","Shade",7.11764705882353,20.1880599993694,5.31829785689184,71.8241751112879
"TRCY","PJ","Shade",8,21.9748425610401,5.15122430633776,86.2240257265264
"TRCY","PJ","Shade",9,24.1686029861829,4.93390787129578,107.464247025527
"TRCY","PJ","Shade",10,26.6057556104496,4.69892875221383,134.331946472377
"TRCY","PJ","Shade",17,51.16719074456,3.39632916460044,691.273310196609
"TRCY","PJ","Sun",0,21.1707338264087,9.75927197341066,46.3546707529071
"TRCY","PJ","Sun",1,19.3031341408549,8.77894943089871,42.4594294975545
"TRCY","PJ","Sun",2,17.5225311952793,7.35119088570589,42.8962207142671
"TRCY","PJ","Sun",2.5,16.6876445070302,6.56055239988169,43.7490292039845
"TRCY","PJ","Sun",3,15.8848673703027,5.81924777000953,45.6651485663132
"TRCY","PJ","Sun",4,14.422165203781,4.50569333645564,48.5254922917496
"TRCY","PJ","Sun",4.5,13.6827093653097,3.95792594855399,50.4094699089915
"TRCY","PJ","Sun",5,13.0435682868482,3.40600560830768,52.3850779543884
"TRCY","PJ","Sun",6,11.8308506058049,2.54295693431622,58.5462176785769
"TRCY","PJ","Sun",7,10.796340754197,1.87000506053129,65.786269571061
"TRCY","PJ","Sun",7.11764705882353,10.6697650918736,1.79847255951622,66.6765557909619
"TRCY","PJ","Sun",8,9.77097510119563,1.36078488727816,74.1301949914373
"TRCY","PJ","Sun",9,8.8481137303908,0.996359997043415,85.5665622085733
"TRCY","PJ","Sun",10,8.03767394454261,0.728046369398752,99.1579524421908
"TRCY","PJ","Sun",17,3.98652419667718,0.0745777519538049,265.721796149603
"TRCY","CS","Shade",0,2.67320378234739,1.1964912895192,7.41892851317236
"TRCY","CS","Shade",1,2.99159093954273,0.755760752826573,11.1468610857528
"TRCY","CS","Shade",2,3.35657998481806,0.292604229386085,25.8986304427806
"TRCY","CS","Shade",2.5,3.55838740923042,0.170985308609104,41.1811923587946
"TRCY","CS","Shade",3,3.75314809917521,0.102976702706662,66.5194880191159
"TRCY","CS","Shade",4,4.14974113788105,0.0341523607495821,181.442011998024
"TRCY","CS","Shade",4.5,4.36383248109236,0.0205436302661487,310.943848626519
"TRCY","CS","Shade",5,4.58741365836158,0.012201232491713,523.775741456205
"TRCY","CS","Shade",6,5.02774819539161,0.0042309385866936,1470.33322481311
"TRCY","CS","Shade",7,5.59633677432817,0.00145830257026996,4198.25997377497
"TRCY","CS","Shade",7.11764705882353,5.63361229720354,0.00127408246170117,4787.37227058094
"TRCY","CS","Shade",8,6.10633889547331,0.00049539599912168,11903.2061529629
"TRCY","CS","Shade",9,6.80445666639153,0.000166354986191942,33220.6885969955
"TRCY","CS","Shade",10,7.48988013432692,5.77786626512023e-05,92265.1128762536
"TRCY","CS","Shade",17,14.9684056413808,3.16765713062608e-08,158431906.346002
