focsp,Site,Cov,fac_sc,lambda_med,lambda_lwr,lambda_upr
TROR,BEN,Sun,7,10.02807276391708,3.0950411826622632,21.20846293411525
TROR,BEN,Sun,7.117647058823529,10.03127499811804,3.0835533569415583,21.40949957279821
TROR,BEN,Sun,8,10.029841860578633,2.960336414995395,22.945507880258123
TROR,BEN,Sun,9,10.068735870886286,2.8791038586241418,24.8244911850903
TROR,BEN,Sun,10,10.080666314245395,2.67955778074503,27.246161619452536
TROR,BEN,Sun,17,10.186258483814225,1.5563071246804652,53.17121297891255
TROR,GH,Shade,0,5.077063053011655,1.688038450233697,8.186942291476035
TROR,GH,Shade,1,6.826872208993198,2.255358924193594,11.538716069903149
TROR,GH,Shade,2,9.134429667195736,2.8101813503709123,18.343854709883452
TROR,GH,Shade,2.5,10.598077334864499,3.0971590154043205,23.702883590959363
TROR,GH,Shade,3,12.288507517815047,3.4000888735207093,30.811236487851108
TROR,GH,Shade,4,16.568000870180796,3.8884228237036234,53.2852104214928
TROR,GH,Shade,4.5,19.21417669864196,4.04764377445422,71.15116526289276
TROR,GH,Shade,5,22.327750260565935,4.169875328368859,94.00536886042633
TROR,GH,Shade,6,30.232525897511373,4.447702060313891,165.7321952536735
TROR,GH,Shade,7,40.85173529566489,4.686523317207871,290.6529938224262
TROR,GH,Shade,7.117647058823529,42.43020033130264,4.718177274327917,311.783929021705
TROR,GH,Shade,8,55.33305276661157,4.953169151861504,517.4846326917551
TROR,GH,Shade,9,74.91258672840144,5.220662621713377,918.4547806804509
TROR,GH,Shade,10,101.42806325033489,5.391657869389543,1640.0159208992948
TROR,GH,Shade,17,854.9993791199031,7.115689712454341,90151.28205516674
TROR,GH,Sun,0,8.193528523387066,2.72294807243348,13.30731425578438
TROR,GH,Sun,1,9.567507809408017,3.241336417963062,15.272371340053038
TROR,GH,Sun,2,11.084609364784246,3.6947580705840126,18.462862818029464
TROR,GH,Sun,2.5,11.918542489963531,3.946299159653567,20.508739806711574
TROR,GH,Sun,3,12.827527076450481,4.198038666096997,22.836670487140953
